id,max_temp,min_temp,min_temp_by_month,max_temp_by_month,meta
7066,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.160576001903194}}"
7067,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1306485960852437}}"
7068,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1240988795251465}}"
7069,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1202231014683353}}"
7070,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1192901287931263}}"
7071,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.122150336333409}}"
7072,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1220546010882915}}"
7073,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1208020298934045}}"
7074,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.114471312172388}}"
7075,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1258610890648555}}"
7076,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1110934465342788}}"
7077,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0958086864024597}}"
7078,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.226032571639513}}"
7079,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0867845552428297}}"
7080,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0872560360434926}}"
7081,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0934843156804335}}"
7082,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.104660602092415}}"
7083,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0625389038755095}}"
7084,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.085180666033524}}"
7085,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0847737527127537}}"
7086,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0846575737995887}}"
7087,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0215959042301255}}"
7088,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.018875573184242}}"
7089,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0065847801675334}}"
7090,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0061831347112795}}"
7091,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.005265119628817}}"
7092,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1028668550338567}}"
7093,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1174249455411625}}"
7094,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1290591466654902}}"
7095,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1366061733506228}}"
7096,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.136325976998831}}"
7097,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.121338605692173}}"
7098,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.121796297951339}}"
7099,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.295424015296521}}"
7100,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.005928857163189}}"
7101,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.985913160236366}}"
7102,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9823276949081914}}"
7103,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9814232511000818}}"
7104,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9701707667103336}}"
7105,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9697410108945757}}"
7106,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0045141306561005}}"
7107,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.931054064494306}}"
7108,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9085422316522043}}"
7109,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.131078471103308}}"
7110,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.127461929154087}}"
7111,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9454186516017624}}"
7112,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9546123349656803}}"
7113,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.156687935237732}}"
7114,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.179127329919017}}"
7115,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1762498799540455}}"
7116,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.071622159082101}}"
7117,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.073244049792505}}"
7118,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.10044024432975}}"
7119,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0468143565062333}}"
7120,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0475176482755875}}"
7121,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.8704987383048337}}"
7122,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.140706026057758}}"
7123,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.978284413323823}}"
7124,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 1.9545403398241776}}"
7125,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1658458163036496}}"
7126,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.1810611178965114}}"
7127,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.189666744050337}}"
7128,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.065142602824312}}"
7129,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0647567532278415}}"
7130,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.019006057445105}}"
7131,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0219863995586165}}"
7132,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0937001600038134}}"
7133,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.080852075472923}}"
7134,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.023352843673091}}"
7135,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.0275064710131065}}"
7136,14.335,8.234,"[9.639, 8.234, 9.484, 8.757, 9.189, 8.52, 8.745, 8.517999999999999, 9.195, 9.076, 11.384, 10.077]","[9.957, 8.882, 9.809, 9.537, 12.004000000000001, 12.140999999999998, 13.515, 14.047, 14.335, 11.352, 11.503, 10.636]","{""source"": {""lat"": 47.5, ""lng"": -124.5, ""dist_euclid"": 2.040038649143693}}"
